"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TTC6",1.63233604750797e-104,0.262952217628586,0.378,0.227,7.18554328113009e-100,"Stem","TTC6"
"SUMF1",2.87423278467854e-104,0.261445075826158,0.642,0.478,1.26523727181549e-99,"Stem","SUMF1"
"CNTN3",1.08014002589117e-101,0.260903303471822,0.603,0.433,4.75477639397294e-97,"Stem","CNTN3"
"LINC01473",4.70779989287997e-100,0.278227190618934,0.627,0.484,2.07237351284576e-95,"Stem","LINC01473"
"SUSD1",7.71181258973561e-100,0.263971179365247,0.466,0.317,3.39473990200161e-95,"Stem","SUSD1"
"TRIM24",1.09941255680903e-99,0.256979699735185,0.468,0.316,4.83961407507333e-95,"Stem","TRIM24"
"MAP3K21",3.32306256194493e-99,0.257830365957848,0.425,0.274,1.46281213976816e-94,"Stem","MAP3K21"
"HTR4",3.09995831810952e-94,0.278005609250597,0.561,0.403,1.36460165163181e-89,"Stem","HTR4"
"GPR39",5.88183786934296e-94,0.262267770999557,0.686,0.526,2.58918503008477e-89,"Stem","GPR39"
"LINC01876",1.82449441862701e-63,0.266551646177908,0.466,0.35,8.03142443079611e-59,"Stem","LINC01876"
"CFTR1",0,0.788757157070004,0.815,0.424,0,"TA","CFTR"
"ADAMTSL11",0,0.60128602239919,0.827,0.565,0,"TA","ADAMTSL1"
"EYA2",0,0.554247699674267,0.633,0.341,0,"TA","EYA2"
"NAALADL21",0,0.549667845216669,0.85,0.593,0,"TA","NAALADL2"
"HTR41",0,0.544650366669892,0.563,0.251,0,"TA","HTR4"
"ARHGAP44",0,0.539495153841608,0.722,0.434,0,"TA","ARHGAP44"
"RBFOX11",0,0.539168171911412,0.764,0.479,0,"TA","RBFOX1"
"LRIG3",0,0.515560426339164,0.571,0.269,0,"TA","LRIG3"
"GLIS31",0,0.498070693133653,0.54,0.285,0,"TA","GLIS3"
"SH3RF2",0,0.472977448774675,0.779,0.535,0,"TA","SH3RF2"
"DPP101",0,0.467461561953869,0.643,0.393,0,"TA","DPP10"
"MGST1",0,0.460873249092122,0.606,0.348,0,"TA","MGST1"
"MECOM1",0,0.435052767585734,0.899,0.735,0,"TA","MECOM"
"CHRM31",0,0.424506481213516,0.633,0.362,0,"TA","CHRM3"
"HMGA2",0,0.424341471091359,0.487,0.245,0,"TA","HMGA2"
"PLCE1",0,0.423616558951334,0.823,0.6,0,"TA","PLCE1"
"DPF3",0,0.42347592315956,0.425,0.173,0,"TA","DPF3"
"NFIA1",0,0.419211551916064,0.785,0.549,0,"TA","NFIA"
"KANK11",0,0.414895210336533,0.739,0.513,0,"TA","KANK1"
"PCCA1",0,0.410367278755512,0.819,0.611,0,"TA","PCCA"
"MAP2K6",0,0.409595748614899,0.555,0.31,0,"TA","MAP2K6"
"CNTN31",0,0.409545401490485,0.567,0.31,0,"TA","CNTN3"
"CNTN41",0,0.407184930213335,0.649,0.426,0,"TA","CNTN4"
"NXPE1",0,0.404780753144606,0.855,0.681,0,"TA","NXPE1"
"ARID5B1",0,0.401748014230297,0.524,0.281,0,"TA","ARID5B"
"NECTIN31",0,0.401739319342848,0.485,0.264,0,"TA","NECTIN3"
"LINC015151",0,0.39239907186621,0.466,0.254,0,"TA","LINC01515"
"TLN2",0,0.390634341583196,0.694,0.472,0,"TA","TLN2"
"RNF157",0,0.383205911745765,0.408,0.191,0,"TA","RNF157"
"SEMA5A1",0,0.379264426117689,0.652,0.445,0,"TA","SEMA5A"
"PID1",0,0.378657620682591,0.711,0.509,0,"TA","PID1"
"NOX11",0,0.376803035878056,0.372,0.164,0,"TA","NOX1"
"MYB1",0,0.375808373431099,0.422,0.185,0,"TA","MYB"
"AC019330.11",0,0.372901048015974,0.639,0.474,0,"TA","AC019330.1"
"TRABD2A1",0,0.370088807301251,0.521,0.274,0,"TA","TRABD2A"
"PLEKHA5",0,0.364340918646938,0.775,0.58,0,"TA","PLEKHA5"
"SELENBP1",0,0.364233714843151,0.574,0.379,0,"TA","SELENBP1"
"VWA8",0,0.354554033999219,0.699,0.494,0,"TA","VWA8"
"FAM189A1",0,0.352676613472027,0.556,0.353,0,"TA","FAM189A1"
"ADD3",0,0.348095948318623,0.643,0.431,0,"TA","ADD3"
"NR5A2",0,0.345649600062658,0.76,0.579,0,"TA","NR5A2"
"TNIK",0,0.344970340616704,0.658,0.467,0,"TA","TNIK"
"PPARGC1B",0,0.343207864443689,0.593,0.387,0,"TA","PPARGC1B"
"BCL11A1",0,0.342645189046816,0.448,0.231,0,"TA","BCL11A"
"GPR391",0,0.341306456428151,0.635,0.427,0,"TA","GPR39"
"FHIT1",0,0.341295230259117,0.818,0.645,0,"TA","FHIT"
"TBC1D41",0,0.341151128499516,0.475,0.258,0,"TA","TBC1D4"
"LIMK2",0,0.34091451136376,0.671,0.472,0,"TA","LIMK2"
"CACNA1D1",0,0.337898473549994,0.486,0.279,0,"TA","CACNA1D"
"DDAH1",0,0.336455648556364,0.529,0.315,0,"TA","DDAH1"
"FRMD51",0,0.332168380610741,0.314,0.137,0,"TA","FRMD5"
"EPHB21",0,0.330287147755335,0.515,0.284,0,"TA","EPHB2"
"FOXP21",0,0.330194663618121,0.731,0.524,0,"TA","FOXP2"
"FARSB1",0,0.329678648764679,0.399,0.188,0,"TA","FARSB"
"IMMP2L1",0,0.324912237146718,0.634,0.428,0,"TA","IMMP2L"
"CTDSPL1",0,0.324215897248289,0.555,0.357,0,"TA","CTDSPL"
"SAMD51",0,0.324182917574834,0.348,0.167,0,"TA","SAMD5"
"LINC01687",0,0.321780593145269,0.54,0.36,0,"TA","LINC01687"
"AGPAT5",0,0.318325309077321,0.386,0.182,0,"TA","AGPAT5"
"CEP70",0,0.315781752727382,0.383,0.185,0,"TA","CEP70"
"GCNT2",0,0.314575351700915,0.337,0.162,0,"TA","GCNT2"
"SCMH11",0,0.314507080208242,0.622,0.43,0,"TA","SCMH1"
"SCFD21",0,0.31393770075386,0.548,0.337,0,"TA","SCFD2"
"ZSWIM5",0,0.311962621823449,0.599,0.415,0,"TA","ZSWIM5"
"PKP2",0,0.311463040743098,0.704,0.532,0,"TA","PKP2"
"ABR",0,0.30912926379064,0.76,0.609,0,"TA","ABR"
"LRPPRC1",0,0.307554197136261,0.56,0.363,0,"TA","LRPPRC"
"MID1",0,0.307144990301735,0.706,0.534,0,"TA","MID1"
"HNF1A-AS11",0,0.305225450295616,0.514,0.35,0,"TA","HNF1A-AS1"
"ATR1",0,0.30459113333634,0.486,0.285,0,"TA","ATR"
"SRPK11",0,0.304226753756909,0.578,0.394,0,"TA","SRPK1"
"CAMKMT1",0,0.303359042459382,0.701,0.536,0,"TA","CAMKMT"
"SCN9A",0,0.302937402191298,0.407,0.221,0,"TA","SCN9A"
"NFIB",0,0.302060959237794,0.713,0.54,0,"TA","NFIB"
"NXPE4",0,0.297218991719416,0.585,0.423,0,"TA","NXPE4"
"STAMBPL11",0,0.296867310347264,0.387,0.196,0,"TA","STAMBPL1"
"HUNK1",0,0.295024942734571,0.324,0.141,0,"TA","HUNK"
"AC073050.1",0,0.294939573911937,0.641,0.502,0,"TA","AC073050.1"
"PRKDC1",0,0.294308245703168,0.496,0.308,0,"TA","PRKDC"
"MLEC1",0,0.29290943629501,0.457,0.255,0,"TA","MLEC"
"ZBTB381",0,0.292854132721915,0.609,0.452,0,"TA","ZBTB38"
"SPATA51",0,0.291782211266245,0.454,0.28,0,"TA","SPATA5"
"KLF12",0,0.290798852547491,0.381,0.201,0,"TA","KLF12"
"TCERG1",0,0.290594266907183,0.603,0.412,0,"TA","TCERG1"
"ACACA",0,0.290353392196629,0.616,0.428,0,"TA","ACACA"
"PALLD",0,0.289038971760647,0.734,0.559,0,"TA","PALLD"
"EPB41L1",0,0.288613148316559,0.443,0.275,0,"TA","EPB41L1"
"ATP2C21",0,0.288319957885772,0.668,0.455,0,"TA","ATP2C2"
"GOLM1",0,0.285956353699607,0.619,0.437,0,"TA","GOLM1"
"MTUS1",0,0.284933570737465,0.713,0.556,0,"TA","MTUS1"
"EHBP11",0,0.284721540396529,0.57,0.387,0,"TA","EHBP1"
"LAMB11",0,0.284656702487061,0.437,0.249,0,"TA","LAMB1"
"CEP831",0,0.28420435505978,0.391,0.208,0,"TA","CEP83"
"SCAPER",0,0.283443174521749,0.592,0.425,0,"TA","SCAPER"
"ARHGEF10L1",0,0.282998167379079,0.68,0.504,0,"TA","ARHGEF10L"
"TARBP11",0,0.2800129490017,0.418,0.227,0,"TA","TARBP1"
"PUM31",0,0.279753803254887,0.443,0.253,0,"TA","PUM3"
"ADK1",0,0.279311186652815,0.655,0.489,0,"TA","ADK"
"ENOSF11",0,0.279011419437547,0.573,0.392,0,"TA","ENOSF1"
"SUCLG21",0,0.278265670715579,0.749,0.61,0,"TA","SUCLG2"
"ADGRA31",0,0.277114751005552,0.705,0.548,0,"TA","ADGRA3"
"CPA61",0,0.276639084923585,0.465,0.249,0,"TA","CPA6"
"FMNL21",0,0.275195997497115,0.525,0.338,0,"TA","FMNL2"
"RPS6KA6",0,0.274611945708217,0.358,0.193,0,"TA","RPS6KA6"
"NDUFAF21",0,0.273758569991616,0.399,0.222,0,"TA","NDUFAF2"
"MAGED11",0,0.273562204243522,0.61,0.439,0,"TA","MAGED1"
"BRINP3",0,0.27220930289717,0.533,0.401,0,"TA","BRINP3"
"SPON1",0,0.27149957531827,0.442,0.288,0,"TA","SPON1"
"SLC9A21",0,0.27093832088167,0.657,0.497,0,"TA","SLC9A2"
"XACT",0,0.270638699965692,0.751,0.621,0,"TA","XACT"
"XPO4",0,0.268877660098919,0.425,0.24,0,"TA","XPO4"
"PDSS1",0,0.268864039149708,0.389,0.215,0,"TA","PDSS1"
"KIF13A1",0,0.268673784782467,0.677,0.513,0,"TA","KIF13A"
"CRYBG1",0,0.267162794795704,0.506,0.358,0,"TA","CRYBG1"
"RANBP171",0,0.266378297612319,0.457,0.294,0,"TA","RANBP17"
"EFNA5",0,0.266305236914048,0.713,0.517,0,"TA","EFNA5"
"KITLG",0,0.265441597769671,0.384,0.217,0,"TA","KITLG"
"POLA11",0,0.265430366154865,0.339,0.189,0,"TA","POLA1"
"LINC02086",0,0.264726890076038,0.44,0.3,0,"TA","LINC02086"
"FARS21",0,0.264407653358115,0.579,0.407,0,"TA","FARS2"
"UTRN1",0,0.263997117326162,0.675,0.481,0,"TA","UTRN"
"ANKDD1B1",0,0.263965431466444,0.347,0.181,0,"TA","ANKDD1B"
"DDX101",0,0.263387485653514,0.387,0.21,0,"TA","DDX10"
"ROR1",0,0.261389707805601,0.308,0.146,0,"TA","ROR1"
"OSBPL10",0,0.260638845852588,0.426,0.261,0,"TA","OSBPL10"
"MDN11",0,0.258132164920605,0.422,0.246,0,"TA","MDN1"
"TASP11",0,0.255894616568497,0.561,0.396,0,"TA","TASP1"
"ACBD61",0,0.255102937290583,0.487,0.31,0,"TA","ACBD6"
"PLCH1",0,0.254828693217737,0.515,0.36,0,"TA","PLCH1"
"MTAP1",0,0.253722330228485,0.351,0.196,0,"TA","MTAP"
"ABO1",0,0.253637105467052,0.578,0.421,0,"TA","ABO"
"VAV3",0,0.253515838980871,0.652,0.514,0,"TA","VAV3"
"PAXBP11",0,0.250878667868406,0.491,0.324,0,"TA","PAXBP1"
"MTSS1",0,0.25053208246412,0.491,0.309,0,"TA","MTSS1"
"OLFM41",1.07750249488644e-219,0.280520789824031,0.321,0.232,4.74316598249009e-215,"TA","OLFM4"
"GDA",0,1.16866755763237,0.782,0.231,0,"Enterocytes","GDA"
"PTPRR",0,1.083710610963,0.551,0.074,0,"Enterocytes","PTPRR"
"SLC26A3",0,1.07802618802474,0.971,0.6,0,"Enterocytes","SLC26A3"
"CEACAM1",0,1.02105981453571,0.855,0.367,0,"Enterocytes","CEACAM1"
"HDAC9",0,0.97227496386486,0.539,0.098,0,"Enterocytes","HDAC9"
"HHLA2",0,0.955597246778447,0.832,0.358,0,"Enterocytes","HHLA2"
"MS4A12",0,0.949532636709719,0.784,0.315,0,"Enterocytes","MS4A12"
"CLIC5",0,0.907046706956853,0.801,0.367,0,"Enterocytes","CLIC5"
"GCNT3",0,0.896873547809203,0.737,0.248,0,"Enterocytes","GCNT3"
"TRPM6",0,0.896661229020314,0.639,0.196,0,"Enterocytes","TRPM6"
"SLC17A4",0,0.895073170198091,0.643,0.151,0,"Enterocytes","SLC17A4"
"CLCA4",0,0.88506097702896,0.794,0.479,0,"Enterocytes","CLCA4"
"ABTB2",0,0.872439822803104,0.608,0.147,0,"Enterocytes","ABTB2"
"DST",0,0.864163112736243,0.905,0.569,0,"Enterocytes","DST"
"DHRS9",0,0.852062558754071,0.686,0.221,0,"Enterocytes","DHRS9"
"PLAC8",0,0.844506110544438,0.818,0.396,0,"Enterocytes","PLAC8"
"ABCB1",0,0.835943141945657,0.488,0.086,0,"Enterocytes","ABCB1"
"TMIGD1",0,0.831264843244297,0.562,0.101,0,"Enterocytes","TMIGD1"
"MXI1",0,0.803729051261421,0.678,0.274,0,"Enterocytes","MXI1"
"MXD1",0,0.801137849526508,0.678,0.274,0,"Enterocytes","MXD1"
"SLC30A10",0,0.795135328712856,0.451,0.049,0,"Enterocytes","SLC30A10"
"SLCO2A1",0,0.784527138853402,0.481,0.054,0,"Enterocytes","SLCO2A1"
"HPGD",0,0.763144381624287,0.681,0.285,0,"Enterocytes","HPGD"
"MGAM2",0,0.759303715344869,0.453,0.066,0,"Enterocytes","MGAM2"
"AC011287.1",0,0.722679145498687,0.404,0.068,0,"Enterocytes","AC011287.1"
"XDH",0,0.719688193277829,0.618,0.238,0,"Enterocytes","XDH"
"AOAH",0,0.713240115618882,0.659,0.247,0,"Enterocytes","AOAH"
"GPRC5A",0,0.70876721144687,0.575,0.21,0,"Enterocytes","GPRC5A"
"EMP1",0,0.700847711861941,0.487,0.111,0,"Enterocytes","EMP1"
"CEACAM7",0,0.693587755077995,0.741,0.36,0,"Enterocytes","CEACAM7"
"TINAG",0,0.690758068397662,0.589,0.229,0,"Enterocytes","TINAG"
"MYO15B",0,0.690198579737549,0.555,0.161,0,"Enterocytes","MYO15B"
"P3H2",0,0.688409879471153,0.53,0.201,0,"Enterocytes","P3H2"
"BTNL8",0,0.679933443013133,0.692,0.303,0,"Enterocytes","BTNL8"
"KLF6",0,0.673506598144746,0.733,0.379,0,"Enterocytes","KLF6"
"APPL2",0,0.67190919840761,0.74,0.397,0,"Enterocytes","APPL2"
"SGK1",0,0.671590853213568,0.505,0.14,0,"Enterocytes","SGK1"
"PAG1",0,0.669466189026189,0.766,0.451,0,"Enterocytes","PAG1"
"LMO7",0,0.667987188656136,0.797,0.513,0,"Enterocytes","LMO7"
"PLPP1",0,0.665787225130368,0.775,0.472,0,"Enterocytes","PLPP1"
"SMIM2-AS1",0,0.655815566758501,0.484,0.119,0,"Enterocytes","SMIM2-AS1"
"ATP1B3",0,0.655700888338178,0.71,0.358,0,"Enterocytes","ATP1B3"
"MICAL2",0,0.645439945934366,0.822,0.536,0,"Enterocytes","MICAL2"
"ERRFI1",0,0.636322956553422,0.465,0.115,0,"Enterocytes","ERRFI1"
"PRSS12",0,0.631259894749165,0.653,0.296,0,"Enterocytes","PRSS12"
"MUC17",0,0.628514020890494,0.44,0.107,0,"Enterocytes","MUC17"
"KRT20",0,0.627165566605603,0.673,0.316,0,"Enterocytes","KRT20"
"SLC20A1",0,0.624109478967516,0.527,0.207,0,"Enterocytes","SLC20A1"
"CDHR2",0,0.623710971206212,0.526,0.181,0,"Enterocytes","CDHR2"
"AAK1",0,0.62132646136313,0.731,0.398,0,"Enterocytes","AAK1"
"LRRC1",0,0.618160247988796,0.74,0.445,0,"Enterocytes","LRRC1"
"PDE9A",0,0.610967166250337,0.748,0.502,0,"Enterocytes","PDE9A"
"PELI2",0,0.609740286919368,0.58,0.279,0,"Enterocytes","PELI2"
"SLC15A1",0,0.608892582213087,0.307,0.026,0,"Enterocytes","SLC15A1"
"TMPRSS2",0,0.605669994002989,0.849,0.599,0,"Enterocytes","TMPRSS2"
"MYH14",0,0.602398961056241,0.864,0.615,0,"Enterocytes","MYH14"
"MYLK",0,0.602068764787657,0.587,0.245,0,"Enterocytes","MYLK"
"TRIM31",0,0.601306831390506,0.412,0.078,0,"Enterocytes","TRIM31"
"RIOK3",0,0.599614454912624,0.693,0.367,0,"Enterocytes","RIOK3"
"MUC12",0,0.599527071866137,0.801,0.505,0,"Enterocytes","MUC12"
"SCNN1B",0,0.597027999211326,0.753,0.426,0,"Enterocytes","SCNN1B"
"CYP3A5",0,0.596029627652971,0.733,0.424,0,"Enterocytes","CYP3A5"
"HKDC1",0,0.593755940747237,0.379,0.053,0,"Enterocytes","HKDC1"
"BIRC3",0,0.587912465868211,0.44,0.16,0,"Enterocytes","BIRC3"
"SMAD3",0,0.578605639424584,0.656,0.369,0,"Enterocytes","SMAD3"
"CDA",0,0.568744463582085,0.375,0.057,0,"Enterocytes","CDA"
"DENND5B",0,0.564436076691783,0.578,0.258,0,"Enterocytes","DENND5B"
"TRANK1",0,0.564076320822669,0.532,0.226,0,"Enterocytes","TRANK1"
"NEAT1",0,0.562520169089326,0.976,0.88,0,"Enterocytes","NEAT1"
"MYBPC1",0,0.561763270317195,0.298,0.035,0,"Enterocytes","MYBPC1"
"ERBIN",0,0.560104117770573,0.778,0.574,0,"Enterocytes","ERBIN"
"INPP4B",0,0.559747826017475,0.784,0.529,0,"Enterocytes","INPP4B"
"AC139720.1",0,0.557188336754393,0.335,0.081,0,"Enterocytes","AC139720.1"
"CDC14A",0,0.557175103303911,0.542,0.252,0,"Enterocytes","CDC14A"
"PKIB",0,0.556906701024208,0.711,0.422,0,"Enterocytes","PKIB"
"MGLL",0,0.556283392975126,0.775,0.478,0,"Enterocytes","MGLL"
"UGP2",0,0.555274340017595,0.793,0.539,0,"Enterocytes","UGP2"
"SCNN1G",0,0.544880149307181,0.38,0.094,0,"Enterocytes","SCNN1G"
"EPB41L3",0,0.544316318578868,0.686,0.4,0,"Enterocytes","EPB41L3"
"ARHGAP42",0,0.543679898537637,0.716,0.446,0,"Enterocytes","ARHGAP42"
"FBXO32",0,0.534674081770424,0.47,0.189,0,"Enterocytes","FBXO32"
"LIPE-AS1",0,0.534527775586072,0.466,0.166,0,"Enterocytes","LIPE-AS1"
"ABCC5",0,0.532826914371475,0.48,0.218,0,"Enterocytes","ABCC5"
"MIER3",0,0.530205188897174,0.544,0.237,0,"Enterocytes","MIER3"
"TMEM45B",0,0.528506895660589,0.801,0.535,0,"Enterocytes","TMEM45B"
"SDCBP2",0,0.52734757382531,0.507,0.183,0,"Enterocytes","SDCBP2"
"COBL",0,0.52555296984556,0.776,0.525,0,"Enterocytes","COBL"
"ANPEP",0,0.52515733727427,0.478,0.178,0,"Enterocytes","ANPEP"
"RELL1",0,0.524519590268486,0.538,0.236,0,"Enterocytes","RELL1"
"CGN",0,0.523149982250128,0.543,0.223,0,"Enterocytes","CGN"
"DNAH7",0,0.522825005553158,0.404,0.111,0,"Enterocytes","DNAH7"
"MUC13",0,0.522751479805652,0.79,0.548,0,"Enterocytes","MUC13"
"SUGCT",0,0.516137293803239,0.616,0.33,0,"Enterocytes","SUGCT"
"KIAA1671",0,0.515769514937977,0.817,0.589,0,"Enterocytes","KIAA1671"
"MAST2",0,0.511464076985393,0.805,0.582,0,"Enterocytes","MAST2"
"EZR",0,0.509230642030041,0.781,0.539,0,"Enterocytes","EZR"
"LAMA3",0,0.507368139511095,0.464,0.197,0,"Enterocytes","LAMA3"
"COL17A1",0,0.506264531850804,0.432,0.125,0,"Enterocytes","COL17A1"
"TJP1",0,0.50563262526536,0.689,0.442,0,"Enterocytes","TJP1"
"B4GALT1",0,0.50472481716236,0.503,0.229,0,"Enterocytes","B4GALT1"
"TCF7L2",0,0.49400700664301,0.935,0.815,0,"Enterocytes","TCF7L2"
"PTPRJ",0,0.492458194898721,0.688,0.43,0,"Enterocytes","PTPRJ"
"LHFPL2",0,0.492283587575197,0.694,0.431,0,"Enterocytes","LHFPL2"
"PLS1",0,0.492199570613029,0.843,0.668,0,"Enterocytes","PLS1"
"SELENOP",0,0.487769735031822,0.517,0.264,0,"Enterocytes","SELENOP"
"FBLIM1",0,0.486035454974485,0.621,0.342,0,"Enterocytes","FBLIM1"
"MALL",0,0.485008644605278,0.47,0.161,0,"Enterocytes","MALL"
"LIPH",0,0.484953144266008,0.685,0.432,0,"Enterocytes","LIPH"
"SGK2",0,0.483064965410838,0.507,0.229,0,"Enterocytes","SGK2"
"RHPN2",0,0.482055433788579,0.644,0.408,0,"Enterocytes","RHPN2"
"TBC1D8",0,0.47759433616671,0.553,0.336,0,"Enterocytes","TBC1D8"
"FRMD3",0,0.477192381617419,0.527,0.239,0,"Enterocytes","FRMD3"
"PLAUR",0,0.475114292242764,0.322,0.067,0,"Enterocytes","PLAUR"
"BTNL3",0,0.474073805403809,0.563,0.281,0,"Enterocytes","BTNL3"
"NT5C2",0,0.473775489069735,0.813,0.615,0,"Enterocytes","NT5C2"
"AHNAK",0,0.473285704646738,0.64,0.372,0,"Enterocytes","AHNAK"
"SPAG9",0,0.473185362376352,0.726,0.502,0,"Enterocytes","SPAG9"
"PRSS3",0,0.470752009632561,0.731,0.48,0,"Enterocytes","PRSS3"
"TMCC3",0,0.46679710868056,0.476,0.21,0,"Enterocytes","TMCC3"
"PHLPP2",0,0.466281699549115,0.62,0.363,0,"Enterocytes","PHLPP2"
"ABHD3",0,0.465348715330212,0.722,0.506,0,"Enterocytes","ABHD3"
"CA4",0,0.46180371893798,0.393,0.144,0,"Enterocytes","CA4"
"PCSK5",0,0.46091626481135,0.903,0.718,0,"Enterocytes","PCSK5"
"ZFYVE28",0,0.460705034046189,0.604,0.327,0,"Enterocytes","ZFYVE28"
"FHL2",0,0.460337793844033,0.575,0.309,0,"Enterocytes","FHL2"
"HSD17B2",0,0.460268504385285,0.451,0.195,0,"Enterocytes","HSD17B2"
"FGD6",0,0.459385823887473,0.528,0.27,0,"Enterocytes","FGD6"
"LPIN2",0,0.456821047971702,0.55,0.303,0,"Enterocytes","LPIN2"
"ZZEF1",0,0.454268319176588,0.807,0.606,0,"Enterocytes","ZZEF1"
"GULP1",0,0.453970515445285,0.356,0.122,0,"Enterocytes","GULP1"
"IL18",0,0.451251030607681,0.538,0.3,0,"Enterocytes","IL18"
"RNF144A",0,0.451137953384949,0.429,0.178,0,"Enterocytes","RNF144A"
"ARHGEF18",0,0.451095569732308,0.413,0.197,0,"Enterocytes","ARHGEF18"
"LINC02023",0,0.450895984580797,0.391,0.13,0,"Enterocytes","LINC02023"
"GK",0,0.44733255490405,0.366,0.131,0,"Enterocytes","GK"
"DAPK2",0,0.447161874872062,0.74,0.499,0,"Enterocytes","DAPK2"
"XPR1",0,0.446608269563435,0.616,0.425,0,"Enterocytes","XPR1"
"STK24",0,0.446141604900164,0.747,0.533,0,"Enterocytes","STK24"
"RALGPS2",0,0.444670357695452,0.75,0.561,0,"Enterocytes","RALGPS2"
"IL6R",0,0.444521113950383,0.433,0.161,0,"Enterocytes","IL6R"
"SLC1A1",0,0.44015445746812,0.369,0.123,0,"Enterocytes","SLC1A1"
"KCNK5",0,0.436256014178266,0.337,0.089,0,"Enterocytes","KCNK5"
"LINC01133",0,0.435604821081763,0.464,0.196,0,"Enterocytes","LINC01133"
"TRHDE",0,0.433450735859337,0.397,0.141,0,"Enterocytes","TRHDE"
"B3GNT5",0,0.432689613357044,0.466,0.21,0,"Enterocytes","B3GNT5"
"AC087379.1",0,0.431485630995131,0.323,0.083,0,"Enterocytes","AC087379.1"
"ASS1",0,0.429520528062292,0.449,0.213,0,"Enterocytes","ASS1"
"CDHR5",0,0.42807739283626,0.527,0.25,0,"Enterocytes","CDHR5"
"SLC51A",0,0.425928933666604,0.308,0.068,0,"Enterocytes","SLC51A"
"PLEKHA7",0,0.425834729250022,0.831,0.657,0,"Enterocytes","PLEKHA7"
"CDC42SE2",0,0.425363286728735,0.855,0.703,0,"Enterocytes","CDC42SE2"
"SLC25A25",0,0.425017001925913,0.39,0.147,0,"Enterocytes","SLC25A25"
"GNA13",0,0.423024127747422,0.502,0.249,0,"Enterocytes","GNA13"
"GRAMD2B",0,0.416593394816612,0.701,0.53,0,"Enterocytes","GRAMD2B"
"MIDN",0,0.415293331999991,0.468,0.218,0,"Enterocytes","MIDN"
"NOSTRIN",0,0.414732525713099,0.552,0.324,0,"Enterocytes","NOSTRIN"
"SUSD6",0,0.413517484396527,0.528,0.293,0,"Enterocytes","SUSD6"
"TJP3",0,0.41318307130545,0.623,0.377,0,"Enterocytes","TJP3"
"B4GALT5",0,0.411212820374832,0.626,0.411,0,"Enterocytes","B4GALT5"
"KRT19",0,0.410914827039841,0.748,0.533,0,"Enterocytes","KRT19"
"PLCL1",0,0.409343485914306,0.451,0.228,0,"Enterocytes","PLCL1"
"USP53",0,0.407004981266676,0.841,0.707,0,"Enterocytes","USP53"
"PRSS23",0,0.406613272018652,0.327,0.11,0,"Enterocytes","PRSS23"
"KIAA0232",0,0.406468712503484,0.746,0.557,0,"Enterocytes","KIAA0232"
"AL645568.1",0,0.406156666395364,0.428,0.207,0,"Enterocytes","AL645568.1"
"IFNLR1",0,0.4051950661808,0.32,0.08,0,"Enterocytes","IFNLR1"
"MEP1A",0,0.404868968790642,0.394,0.141,0,"Enterocytes","MEP1A"
"PIP5K1B",0,0.404576040950047,0.878,0.749,0,"Enterocytes","PIP5K1B"
"PPARD",0,0.403882323500736,0.389,0.169,0,"Enterocytes","PPARD"
"XRN1",0,0.403711283560623,0.701,0.498,0,"Enterocytes","XRN1"
"THRB",0,0.401559877197526,0.677,0.496,0,"Enterocytes","THRB"
"PEX26",0,0.401432796402532,0.483,0.249,0,"Enterocytes","PEX26"
"ETNK1",0,0.398876331611237,0.745,0.632,0,"Enterocytes","ETNK1"
"MGAT5",0,0.398518415291131,0.741,0.549,0,"Enterocytes","MGAT5"
"FLNB",0,0.397683699900387,0.795,0.672,0,"Enterocytes","FLNB"
"CNST",0,0.397306977093203,0.614,0.391,0,"Enterocytes","CNST"
"PPP2CB",0,0.397294073744938,0.542,0.314,0,"Enterocytes","PPP2CB"
"TMEM164",0,0.3972156243009,0.6,0.4,0,"Enterocytes","TMEM164"
"TRIM31-AS1",0,0.396025878748733,0.255,0.04,0,"Enterocytes","TRIM31-AS1"
"PPP1R14C",0,0.394806714636316,0.487,0.264,0,"Enterocytes","PPP1R14C"
"SCIN",0,0.394050205165391,0.46,0.211,0,"Enterocytes","SCIN"
"HERC4",0,0.390397760166073,0.798,0.65,0,"Enterocytes","HERC4"
"CPNE8",0,0.390067924233745,0.645,0.446,0,"Enterocytes","CPNE8"
"MAPK6",0,0.388068290627505,0.536,0.309,0,"Enterocytes","MAPK6"
"SMCHD1",0,0.386758355908144,0.767,0.608,0,"Enterocytes","SMCHD1"
"NEURL1B",0,0.386679945883713,0.404,0.184,0,"Enterocytes","NEURL1B"
"LITAF",0,0.38632614289301,0.529,0.308,0,"Enterocytes","LITAF"
"CCDC68",0,0.384595457524429,0.617,0.387,0,"Enterocytes","CCDC68"
"CHP1",0,0.384507694205687,0.568,0.342,0,"Enterocytes","CHP1"
"STK17B",0,0.38252677585944,0.395,0.178,0,"Enterocytes","STK17B"
"PTPRB",0,0.380351017305429,0.367,0.196,0,"Enterocytes","PTPRB"
"TSPAN1",0,0.380021584862538,0.667,0.449,0,"Enterocytes","TSPAN1"
"GPD2",0,0.379931390666014,0.694,0.502,0,"Enterocytes","GPD2"
"FOXO3",0,0.379847489058582,0.643,0.493,0,"Enterocytes","FOXO3"
"CASP5",0,0.379741197867441,0.322,0.129,0,"Enterocytes","CASP5"
"TNFRSF21",0,0.379320649791285,0.411,0.212,0,"Enterocytes","TNFRSF21"
